approach,history,history_frames,metric,friedman_holm_p,model_1,model_2,n_pairs,wilcoxon_statistic,raw_p,median_difference_model1_minus_model2,rank_biserial_model1_minus_model2,holm_p,significant,significant_better_model
appod,H28,28,accuracy,0.00018092736474249456,qwen,internvl,25,20.0,2.2113323211669922e-05,0.19883040935672514,0.8769230769230769,6.633996963500977e-05,True,qwen
appod,H28,28,accuracy,0.00018092736474249456,qwen,llava,25,51.0,0.0018156766891479492,0.056201550387596944,0.6861538461538461,0.0018156766891479492,True,qwen
appod,H28,28,accuracy,0.00018092736474249456,internvl,llava,25,40.0,0.0004894733428955078,-0.14285714285714285,-0.7538461538461538,0.0009789466857910156,True,llava
appod,H28,28,macro_f1,0.0010945467733573622,qwen,internvl,25,35.0,0.0002498030662536621,0.06246281730993686,0.7846153846153846,0.0007494091987609863,True,qwen
appod,H28,28,macro_f1,0.0010945467733573622,qwen,llava,25,67.0,0.008822321891784668,0.03406445587685214,0.5876923076923077,0.017644643783569336,True,qwen
appod,H28,28,macro_f1,0.0010945467733573622,internvl,llava,25,69.0,0.010510802268981934,-0.040560644663069745,-0.5753846153846154,0.017644643783569336,True,llava
appod,H30,30,accuracy,0.00020475311147650672,qwen,internvl,25,26.0,6.365776062011719e-05,0.1842105263157895,0.84,0.00019097328186035156,True,qwen
appod,H30,30,accuracy,0.00020475311147650672,qwen,llava,25,30.0,0.00012022256851196289,0.0471063257065949,0.8153846153846154,0.00024044513702392578,True,qwen
appod,H30,30,accuracy,0.00020475311147650672,internvl,llava,25,68.0,0.00963503122329712,-0.09401709401709402,-0.5815384615384616,0.00963503122329712,True,llava
appod,H30,30,macro_f1,0.007799422091380414,qwen,internvl,25,51.0,0.0018156766891479492,0.06071287682510684,0.6861538461538461,0.005447030067443848,True,qwen
appod,H30,30,macro_f1,0.007799422091380414,qwen,llava,25,55.0,0.0027848482131958008,0.04286476213602186,0.6615384615384615,0.0055696964263916016,True,qwen
appod,H30,30,macro_f1,0.007799422091380414,internvl,llava,25,123.0,0.2996123433113098,-0.023125310249750564,-0.24307692307692308,0.2996123433113098,False,No difference
appod,H32,32,accuracy,3.185734590977396e-05,qwen,internvl,25,15.0,8.165836334228516e-06,0.19005847953216382,0.9076923076923077,2.4497509002685547e-05,True,qwen
appod,H32,32,accuracy,3.185734590977396e-05,qwen,llava,25,28.0,8.803606033325195e-05,0.06104651162790692,0.8276923076923077,0.0001760721206665039,True,qwen
appod,H32,32,accuracy,3.185734590977396e-05,internvl,llava,25,45.0,0.0026997960632601866,-0.08547008547008539,-0.7,0.0026997960632601866,True,llava
appod,H32,32,macro_f1,0.0019444513525333181,qwen,internvl,25,39.0,0.000429689884185791,0.0709674037468328,0.76,0.001289069652557373,True,qwen
appod,H32,32,macro_f1,0.0019444513525333181,qwen,llava,25,72.0,0.013554692268371582,0.03736413183189713,0.556923076923077,0.027109384536743164,True,qwen
appod,H32,32,macro_f1,0.0019444513525333181,internvl,llava,25,73.0,0.014722049236297607,-0.04105629259056531,-0.5507692307692308,0.027109384536743164,True,llava
