model,approach,history,history_frames,case_study,frames,accuracy,macro_precision,macro_recall,macro_f1,balanced_accuracy
llava,appfr,H10,10,pal,9249,0.5708725267596497,0.30327780430740114,0.3434847085256245,0.30839984500948864,0.3434847085256245
llava,appfr,H12,12,crowdbot,8801,0.47880922622429267,0.32023114115603885,0.3292746730083234,0.32207169109741574,0.3292746730083234
llava,appfr,H12,12,huron,16862,0.7783181117305183,0.367648018375807,0.41429291205811375,0.3719548545644542,0.41429291205811375
llava,appfr,H12,12,pal,9249,0.569250729808628,0.3012809925683449,0.3405995057466043,0.30363625079330614,0.3405995057466043
llava,appfr,H14,14,crowdbot,8801,0.4758550164754005,0.3181848416599213,0.32725326991676573,0.32004070807319146,0.32725326991676573
llava,appfr,H14,14,huron,16862,0.7835369469813782,0.3710519520935002,0.4206149419066776,0.3766098167609046,0.4206149419066776
llava,appfr,H14,14,pal,9249,0.5683857714347497,0.30266972587213387,0.3399363227378072,0.3027693622235268,0.3399363227378072
llava,appfr,H16,16,crowdbot,8801,0.4818770594250653,0.32344803517268833,0.33230545646716875,0.3179256003142524,0.33230545646716875
llava,appfr,H16,16,huron,16862,0.8050646423911755,0.37464233758529325,0.4184141322654347,0.38325354108818765,0.4184141322654347
llava,appfr,H16,16,pal,9249,0.564277219158828,0.2984679499743091,0.3317035729243663,0.28753916466328894,0.3317035729243663
llava,appfr,H18,18,crowdbot,8801,0.48494489262583795,0.32568900261207956,0.3345223939754261,0.31896774362705577,0.3345223939754261
llava,appfr,H18,18,huron,16862,0.8091566836674179,0.37573832640501514,0.41859962898755,0.3848680696506783,0.41859962898755
llava,appfr,H18,18,pal,9249,0.5648178181425019,0.3005724135376942,0.33368483189044834,0.2917260072965661,0.33368483189044834
llava,appfr,H20,20,crowdbot,8801,0.48528576298147935,0.325586345728144,0.3344748315497424,0.32177918555640234,0.3344748315497424
llava,appfr,H20,20,huron,16862,0.8045308978768829,0.37387886262142916,0.4168972784342861,0.38233109111447106,0.4168972784342861
llava,appfr,H20,20,pal,9249,0.5638447399718889,0.30432340069155206,0.33554003830793233,0.2965923024318465,0.33554003830793233
llava,appfr,H22,22,crowdbot,8801,0.47994546074309735,0.3219551314006061,0.33114281939490026,0.31497673399323783,0.33114281939490026
llava,appfr,H22,22,huron,16862,0.8066065709880204,0.3724586026703973,0.41237943861330306,0.380789416345721,0.41237943861330306
llava,appfr,H22,22,pal,9249,0.5621148232241323,0.2994532362656423,0.3328343153346089,0.2920478920783825,0.3328343153346089
llava,appfr,H24,24,crowdbot,8801,0.48608112714464263,0.3276791358187879,0.3359545514599022,0.31190932517891623,0.3359545514599022
llava,appfr,H24,24,huron,16862,0.8102834776420353,0.3720418381819827,0.4093311598287082,0.3805189114857532,0.4093311598287082
llava,appfr,H24,24,pal,9249,0.5614661044437237,0.2950287920087919,0.3327717253792735,0.29263315228184966,0.3327717253792735
llava,appfr,H26,26,crowdbot,8801,0.4823315532325872,0.3244854575132909,0.3336715550270842,0.3048178683854362,0.3336715550270842
llava,appfr,H26,26,huron,16862,0.8120033210769778,0.3693771605115171,0.40248165535298214,0.3772918255160999,0.40248165535298214
llava,appfr,H26,26,pal,9249,0.5623310628176019,0.2969713640906105,0.33433448901137236,0.2953726820864467,0.33433448901137236
llava,appfr,H28,28,crowdbot,8801,0.48414952846267467,0.3259552002849566,0.3349081780948606,0.30630332286128703,0.3349081780948606
llava,appfr,H28,28,huron,16862,0.8171628513818052,0.36995528744749073,0.4008592875905892,0.37811700152280187,0.4008592875905892
llava,appfr,H28,28,pal,9249,0.5612498648502541,0.2933599452626667,0.33319065703222034,0.29385977077933056,0.33319065703222034
llava,appfr,H30,30,crowdbot,8801,0.48926258379729576,0.33019053562031403,0.33836438102787686,0.31080697942856733,0.33836438102787686
llava,appfr,H30,30,huron,16862,0.8189419997627803,0.3701225821891378,0.40019360903607243,0.3783283918593376,0.40019360903607243
llava,appfr,H30,30,pal,9249,0.5618985836306628,0.29757611722984606,0.3327134986135747,0.29202388566388215,0.3327134986135747
llava,appfr,H32,32,crowdbot,8801,0.4916486762867856,0.33276464487999413,0.3402536662703131,0.3083632772537089,0.3402536662703131
llava,appfr,H32,32,huron,16862,0.8192978294389752,0.3690972225405782,0.3979037730052284,0.37704101834680886,0.3979037730052284
llava,appfr,H32,32,pal,9249,0.5616823440371932,0.3008049640081982,0.33355223455739563,0.2939731179056587,0.33355223455739563
llava,appod,H02,2,crowdbot,8801,0.4664242699693217,0.3114089033204961,0.32031179812392657,0.3150671568797123,0.32031179812392657
llava,appod,H02,2,huron,16862,0.7407187759459138,0.3676536728523869,0.42840493313581224,0.3652653852507621,0.42840493313581224
llava,appod,H02,2,pal,9249,0.4774570223807979,0.29446969760209857,0.3270352218047086,0.30885764646602376,0.3270352218047086
llava,appod,H04,4,crowdbot,8801,0.46006135666401543,0.3071070620992185,0.3158937772493064,0.3108480270315251,0.3158937772493064
llava,appod,H04,4,huron,16862,0.7895860514766931,0.3669458890257218,0.407876233267323,0.37269958542345966,0.407876233267323
llava,appod,H04,4,pal,9249,0.5355173532273759,0.29548668520557947,0.331467567996929,0.3055279667120774,0.331467567996929
llava,appod,H06,6,crowdbot,8801,0.45733439381888424,0.3051428830051673,0.31388558594266086,0.3091588939824592,0.31388558594266086
llava,appod,H06,6,huron,16862,0.797058474676788,0.36942863228415684,0.41040611269983857,0.37663557913759904,0.41040611269983857
llava,appod,H06,6,pal,9249,0.5516272029408584,0.2948273881515569,0.33135266339785224,0.2967796222284294,0.33135266339785224
llava,appod,H08,8,crowdbot,8801,0.46324281331666856,0.3094928366282129,0.319061963271238,0.30885419394960584,0.319061963271238
llava,appod,H08,8,huron,16862,0.797058474676788,0.3711582583882396,0.4145874704629888,0.3788302899063498,0.4145874704629888
llava,appod,H08,8,pal,9249,0.553357119688615,0.28758306988621346,0.3271616015925293,0.28673867944341946,0.3271616015925293
llava,appod,H10,10,crowdbot,8801,0.4658561527099193,0.31029092702169625,0.3192548553309552,0.3146676858989165,0.3192548553309552
llava,appod,H10,10,huron,16862,0.7809868343019808,0.368660230587811,0.41593525176095975,0.3737090995778789,0.41593525176095975
llava,appod,H10,10,pal,9249,0.5507622445669802,0.28975079485274385,0.32859045893468447,0.2918530264655141,0.32859045893468447
llava,appod,H12,12,crowdbot,8801,0.45937961595273263,0.306448037532217,0.3152199762187871,0.3105813165150126,0.3152199762187871
llava,appod,H12,12,huron,16862,0.7718538726129759,0.36792424087497905,0.41763584427664213,0.3712991886131403,0.41763584427664213
llava,appod,H12,12,pal,9249,0.5511947237539193,0.2856545921092051,0.32559360213286676,0.2849907850693206,0.32559360213286676
llava,appod,H14,14,crowdbot,8801,0.4556300420406772,0.3031963896062932,0.31208614083762715,0.30740366118643075,0.31208614083762715
llava,appod,H14,14,huron,16862,0.7725062270193334,0.3705468869460922,0.4242579917300011,0.3744180737959956,0.4242579917300011
llava,appod,H14,14,pal,9249,0.5514109633473889,0.2856370561494041,0.3258343629370078,0.28537955238166085,0.3258343629370078
llava,appod,H16,16,crowdbot,8801,0.46835586865128964,0.3132582848124397,0.323281807372176,0.30591883703972367,0.323281807372176
llava,appod,H16,16,huron,16862,0.7863242794449057,0.3732830981524262,0.4251618606195495,0.37975797133548106,0.4251618606195495
llava,appod,H16,16,pal,9249,0.5567088333873932,0.2901831416588052,0.32765490381282997,0.2848656877946128,0.32765490381282997
llava,appod,H18,18,crowdbot,8801,0.4667651403249631,0.31170897778643664,0.32058396089311664,0.31522679302306855,0.32058396089311664
llava,appod,H18,18,huron,16862,0.7747005100225359,0.36986732280990614,0.4215443736129519,0.37399819478891155,0.4215443736129519
llava,appod,H18,18,pal,9249,0.5546545572494324,0.29060646132260093,0.327826529877181,0.28702750296319696,0.327826529877181
llava,appod,H20,20,crowdbot,8801,0.48074082490626063,0.32296264951506953,0.33215219976218785,0.3100299865200364,0.33215219976218785
llava,appod,H20,20,huron,16862,0.7704898588542285,0.36920832072044796,0.4215352983378689,0.37253928906809125,0.4215352983378689
llava,appod,H20,20,pal,9249,0.5532489998918803,0.29292107989714244,0.3289603265201691,0.29062183045750145,0.3289603265201691
llava,appod,H22,22,crowdbot,8801,0.4758550164754005,0.3173822452245015,0.3264817016778967,0.32173143519952657,0.3264817016778967
llava,appod,H22,22,huron,16862,0.7650338038192386,0.367343030911887,0.4188671833016459,0.36957659910673374,0.4188671833016459
llava,appod,H22,22,pal,9249,0.5511947237539193,0.2905189781576653,0.32805245583655807,0.2903055061188787,0.32805245583655807
llava,appod,H24,24,crowdbot,8801,0.46971935007385524,0.3139659718030988,0.32401902497027346,0.3089742408126493,0.32401902497027346
llava,appod,H24,24,huron,16862,0.764500059304946,0.36691365543375287,0.4180105438541524,0.36904977406272527,0.4180105438541524
llava,appod,H24,24,pal,9249,0.5534652394853498,0.2934684990336414,0.3298607797813981,0.2924109412938001,0.3298607797813981
llava,appod,H26,26,crowdbot,8801,0.4771048744460857,0.32031974332818397,0.3297767208349848,0.3057985743856016,0.3297767208349848
llava,appod,H26,26,huron,16862,0.7637883999525561,0.3645652672428183,0.41202678577735563,0.36619620086268617,0.41202678577735563
llava,appod,H26,26,pal,9249,0.5535733592820845,0.29498429863127607,0.3305808805990031,0.2938148217407915,0.3305808805990031
llava,appod,H28,28,crowdbot,8801,0.48289967049198956,0.32695160905496895,0.33472057074910816,0.2927159557418417,0.33472057074910816
llava,appod,H28,28,huron,16862,0.7712608231526509,0.36523902218786425,0.4110355218303763,0.36816966070332047,0.4110355218303763
llava,appod,H28,28,pal,9249,0.5544383176559629,0.2960780490394451,0.3313040356493537,0.29468743579673456,0.3313040356493537
llava,appod,H30,30,crowdbot,8801,0.4876718554709692,0.3309461087942324,0.3378438367023385,0.299440443923496,0.3378438367023385
llava,appod,H30,30,huron,16862,0.7718538726129759,0.3650933695825161,0.4103734860564338,0.36803958378518925,0.4103734860564338
llava,appod,H30,30,pal,9249,0.5562763542004541,0.2991606001413462,0.33281075411057187,0.2964499392803498,0.33281075411057187
llava,appod,H32,32,crowdbot,8801,0.488353596182252,0.330278722691236,0.33774342713700617,0.31009891310029913,0.33774342713700617
llava,appod,H32,32,huron,16862,0.7662792076859211,0.36468070559391874,0.4114029358467379,0.36671538483523713,0.4114029358467379
llava,appod,H32,32,pal,9249,0.553357119688615,0.29810198359620693,0.3318394208336982,0.2964887072867606,0.3318394208336982
