metric,model,approach,history,history_frames,bags,median_bag_value,mean_bag_value,q1_bag_value,q3_bag_value,iqr_bag_value,minimum_bag_value,maximum_bag_value,average_rank,pooled_frame_value,huron_median_bag_value,pal_median_bag_value,crowdbot_median_bag_value
macro_f1,llava,appod,H10,10,25,0.33043522695749933,0.3315685295949195,0.3083136123136123,0.33982574888503403,0.03151213657142171,0.21147457772150835,0.4836856617647059,7.68,0.3702667892840161,0.3380272691404078,0.3042709123073035,0.3127735312671533
macro_f1,llava,appod,H12,12,25,0.32432418601675944,0.32841013696064686,0.30753819183571246,0.3415762349062866,0.03403804307057412,0.20110598741033525,0.4782199878974072,8.92,0.3626494106980768,0.33771544335359205,0.30753819183571246,0.30823150312030195
macro_f1,llava,appod,H14,14,25,0.32386658581891553,0.3281771868433841,0.305227074715998,0.3475318887469628,0.042304814030964755,0.20175272633060956,0.4574983628028815,8.22,0.3672482774034107,0.34671685908210953,0.30798732699683173,0.30329682884536363
macro_f1,llava,appod,H16,16,25,0.324726291430413,0.33050401571373045,0.310481867858917,0.3541672978685761,0.043685430009659076,0.199020820923873,0.44350502839217265,6.8,0.35091491714639056,0.3410702639618302,0.310481867858917,0.3121231860727659
macro_f1,llava,appod,H18,18,25,0.32672475270013207,0.3291414380828707,0.30656318822357936,0.3448402948402948,0.03827710661671546,0.20127284057256242,0.4401768172888016,7.18,0.3633906361615343,0.3425898973433467,0.3096838436644262,0.31629898659901007
macro_f1,llava,appod,H20,20,25,0.32779390176940576,0.32723583716233307,0.3002802491042062,0.34477475473842883,0.044494505634222636,0.20549125251986944,0.4339457567804024,8.4,0.34763554018537485,0.3381162505675522,0.30771798080934504,0.31108783183742444
macro_f1,llava,appod,H22,22,25,0.3215875845627462,0.3286125899187655,0.3065461242256822,0.34239767318800407,0.035851548962321844,0.20496639563576682,0.43102302669263376,8.22,0.3662595366642165,0.3398018856665473,0.3065461242256822,0.3157725339692779
macro_f1,llava,appod,H24,24,25,0.3166077738515901,0.325233803588957,0.3002624843791781,0.3391540589882484,0.038891574609070334,0.2056855032218967,0.43102302669263376,9.28,0.34959224704170877,0.33643200742314355,0.3071780730341773,0.3032682285885311
macro_f1,llava,appod,H26,26,25,0.3150697202900464,0.32317094750669556,0.2932484053560287,0.3406119502009913,0.04736354484496258,0.20499605793892095,0.43102302669263376,10.08,0.3437922189749554,0.3326059283506092,0.30771798080934504,0.3024954228218017
macro_f1,llava,appod,H28,28,25,0.3170532375765729,0.3213588195910624,0.28427944604415195,0.340168019960845,0.05588857391669305,0.2049334749224531,0.43102302669263376,10.44,0.3357806190822367,0.3303994823334066,0.30789758985906096,0.28871518768379173
macro_f1,llava,appod,H30,30,25,0.31759455015268967,0.3228459028385056,0.2855873982634546,0.34698944124225556,0.061402042978800975,0.20452737502132945,0.4528699103593003,9.6,0.3392203330324631,0.32907078953388963,0.30879294567839616,0.29309376226708694
macro_f1,llava,appod,H32,32,25,0.3182084652362528,0.32545046467522787,0.29590047371901124,0.3526682783952206,0.056767804676209344,0.20108930715274745,0.4537745174548671,8.96,0.3448624450790849,0.3307758665147658,0.30762810882991154,0.30496780672219265
